id,name,latitude,longitude,address,media_url,max_slots,owner_id,owner_name,sponsor_tier
1,Diamond Valley Lake Marina,33.703804,-117.003209,"2615 Angler Ave, Hemet, CA 92545",,50,1,admin,0
2,Blue Ribbon Cleaners,38.979759,-76.547538,"Parole, Annapolis, MD",,50,1,admin,0
3,Portofino,43.22776,44.762726,"ул. Тутаева, 1, Nazran, Ingushetia, Russia, 366720",,50,1,admin,0
4,T C's Referee Sports Bar,43.529494,-96.792244,"5322 W 26th St, Sioux Falls, SD 57106",,50,1,admin,0
5,Carrefour - Palembang Square,-2.976256,104.742662,"Jl. Angkatan 45, Kompleks Palembang Square, South Sumatra 30137, Indonesia",,50,1,admin,0
6,Pizzeria Montana,48.767817,8.75612,"Stuttgarter Straße 44, 75378 Bad Liebenzell, Germany",,50,1,admin,0
7,Single Tree Inn,37.576427,-101.386182,"2033 W Oklahoma Ave, Ulysses, KS 67880",,50,1,admin,0
8,Sekolah Menengah Kebangsaan Tun Abang Haji Openg,1.572255,110.362958,"Jalan Demak, Petra Jaya, Kuching, Sarawak, Malaysia",,50,1,admin,0
9,天山湯治郷,35.224978,139.088382,"208 Yumotochaya, Hakone, Ashigarashimo District, Kanagawa 250-0312, Japan",,50,1,admin,0
10,Old Chicago,45.535176,-122.862242,"17960 NW Evergreen Pkwy, Beaverton, OR 97006",,50,1,admin,0
11,China Cottage,39.692899,-84.136173,"3718 Wilmington Pike, Dayton, OH 45429",,50,1,admin,0
12,La Quinta Inn & Suites Ormond Beach/Daytona Beach,29.337011,-81.128647,"1571 N US Highway 1, Ormond Beach, FL 32174",,50,1,admin,0
13,Dicola's Pizzeria,40.9908,-76.0117,"626 Can Do Expy # 1 , Hazle, PA 18202",,50,1,admin,0
14,お食事の店長友・財光寺店,32.414204,131.63109,"242-1 Zaikoji, Hyuga, Miyazaki 883-0021, Japan",,50,1,admin,0
15,Mastercuts,27.926719,-82.326991,"666 Brandon Town Ctr, Brandon Town Center, Brandon, FL 33511",,50,1,admin,0
16,Polo Club Cranbrook,29.979443,-95.439439,"14531 Ella Blvd, Houston, TX 77014",,50,1,admin,0
17,だるま料理店,35.251385,139.159618,"Japan, 〒250-0012 Kanagawa, Odawara, Honcho, ２丁目1−30",,50,1,admin,0
18,Orritel Hotel,18.596771,73.742188,"Survey No. 274/275/2, Bhosale Farm, Wakad-Hinjewadi Road, Hinjewadi, Dange Chowk Rd, Bhatewara Nagar",,50,1,admin,0
19,까사로까 여의도점,37.524039,126.926004,"25 Yeoeuido-dong, Yeongdeungpo-gu, Seoul, South Korea",,50,1,admin,0
20,Fly Now,13.979946,99.587241,"Tha Muang District, Kanchanaburi, Thailand",,50,1,admin,0
21,Seminole Metal Finishing Inc.,28.681282,-81.35249,"967 Explorer Cove, Altamonte Springs, FL 32701",,50,1,admin,0
22,Byron Center High School,42.810092,-85.702919,"8500 Burlingame Ave SW, Byron Center, MI 49315",,50,1,admin,0
23,Garras Auto Vidros,-28.471037,-48.990852,"R. Prof Eugênia R Perito, 54, Tubarão - SC, 88705-370, Brazil",,50,1,admin,0
24,Smokey Mountain Wings,35.98598,-83.610598,"3607 Outdoor Sportsman Pl, Kodak, TN 37764",,50,1,admin,0
25,San Antonio Moving Company,29.517006,-98.436528,"San Antonio, TX",,50,1,admin,0
26,Lara's Place,51.323673,4.520526,"Bredabaan 1053/B2, 2930 Brasschaat, Belgium",,50,1,admin,0
27,Muten Kura Sushi Iizuka,33.621265,130.670522,"8-3 Benbun, Iizuka, Fukuoka 820-0088, Japan",,50,1,admin,0
28,Café Langereis,52.366119,4.900194,"Amstel 202, 1017 AH Amsterdam, Netherlands",,50,1,admin,0
29,Juliet Photography,34.998894,-80.797123,"8825 Man Of War Dr, Waxhaw, NC 28173",,50,1,admin,0
30,TAB Maclean & District Bowling Club,-29.455973,153.199185,"1 McLachlan St, Maclean NSW 2463, Australia",,50,1,admin,0
31,Hungry Howie's Pizza & Subs,41.610549,-83.712633,"7130 Airport Hwy, Ste 5, Holland, OH 43528",,50,1,admin,0
32,Sabatinos Italian Kitchen,42.406904,-71.143994,"242 Massachusetts Ave, Arlington, MA 02474",,50,1,admin,0
33,Steppingstone Day School Inc,40.719993,-73.820745,"7740 Vleigh Pl, Flushing, NY 11367",,50,1,admin,0
34,Vaughn Meat Packing Co Inc,34.960876,-82.226628,"2100 Country Club Rd, Greer, SC 29651",,50,1,admin,0
35,스파리조트 안단테,34.638119,127.042818,"Sumun-ri, Anyang-myeon, Jangheung-gun, Jeollanam-do, South Korea",,50,1,admin,0
36,Thu's Tailor,29.917074,-90.115715,"529 Jefferson Ave, New Orleans, LA 70115",,50,1,admin,0
37,Chapel of the Cross,35.915285,-79.0501,"304 E Franklin St, Chapel Hill, NC 27514",,50,1,admin,0
38,LA ROMA,36.688028,-6.13466,"Calle Zaragoza, 16, 11402 Jerez de la Frontera, Cádiz, Cádiz, Spain",,50,1,admin,0
39,HSBC Head Quarters,51.506582,-0.016885,"8 Canada Sq, London E14 5HQ, United Kingdom",,50,1,admin,0
40,Std Isd,13.101418,80.162066,"12-A, M T H Road, M T H Road, Telephone Exchange Rd, Ambattur Industrial Estate, Chennai, Tamil Nadu",,50,1,admin,0
41,Consulate General of the Republic of Poland,40.74968,-73.981173,"233 Madison Ave, New York, NY 10016",,50,1,admin,0
42,Shubham Super Market,18.562147,73.913644,"Shop No 4/5, Viman Nagar, Viman Nagar, Sakore Nagar, Viman Nagar, Pune, Maharashtra 411014, India",,50,1,admin,0
43,Bale Sandwich & Vietnamese Foods,57.295779,-180.0,"1221 Honoapiilani Hwy, Lahaina, HI 96761",,50,1,admin,0
44,Scuola Media Statale Antonino De Stefano,38.022947,12.547262,"Via Salvatore Caruso, 1, 91016 Casa Santa, Erice Trapani, Italy",,50,1,admin,0
45,Medical Óptica La Paz,42.846554,-2.667956,"La Paz Kalea, 27, 01004 Vitoria-Gasteiz, Araba, Spain",,50,1,admin,0
46,Dixie Lee Chicken,46.213896,-82.076332,"145 Trans-Canada Hwy, Spanish, ON P0P 2A0, Canada",,50,1,admin,0
47,EMJ Corporation,35.030859,-85.161441,"2034 Hamilton Pl Blvd, Chattanooga, TN 37421",,50,1,admin,0
48,Smoothie King,30.801426,-88.098032,"1097 Industrial Pkwy, Saraland, AL 36571",,50,1,admin,0
49,Agrasen Restaurant,21.895619,83.395168,"Gopi Talkies Road, Raigarh, Chhattisgarh, 496001, Nayaganj, Raigarh, Chhattisgarh 496001, India",,50,1,admin,0
50,Bar Sport Internet Point,46.717622,11.65158,"Via Dante, 14 39042 Bressanone BZ, Italy",,50,1,admin,0
51,Carlos Drumont de Andrade,-19.805944,-43.976866,"Rua José Galding, 21 - Letícia, Belo Horizonte - MG, 31570-210, Brazil",,50,1,admin,0
52,Restaurante Chambaku,4.64821,-74.060146,"Calle 63 # 7-64, Bogotá, Cundinamarca, Colombia",,50,1,admin,0
53,My Nails Salon,33.58586,-111.976896,"10855 N Tatum Blvd #120, Phoenix, AZ 85028",,50,1,admin,0
54,Capri Cafe,51.687379,-0.033532,"139 High St, Town Centre, Waltham Cross EN8 7AP, United Kingdom",,50,1,admin,0
55,BBVA Bancomer,19.369053,-99.141431,"Calz de Tlalpan, Portales Oriente, Benito Juárez, Distrito Federal, Mexico",,50,1,admin,0
56,Osteria Dl'Angiulon (ex Ristorante San Rocco),45.259259,8.401403,"Via Costanzana, 8, 13032 Asigliano Vercellese Vercelli, Italy",,50,1,admin,0
57,American Red Cross Blood Donation Center,44.939302,-93.082972,"176 S Robert St, St Paul, MN 55107",,50,1,admin,0
58,3 GUYS PIZZA PIES,37.404099,-77.686216,"7016 Woodlake Commons Loop, Midlothian, VA 23112",,50,1,admin,0
59,Condomínio Residencial Santos Dumont,-22.799955,-43.205753,"Rua Castorina Faria Lima, 397 - Portuguesa, Rio de Janeiro - RJ, 21931-574, Brazil",,50,1,admin,0
60,Billy's - A Cappelli Martini Bar,41.659514,-81.37959,"7338 Industrial Park Blvd, Mentor, OH 44060",,50,1,admin,0
61,Oakville Grocery,38.610501,-122.86919,"124 Matheson St, Healdsburg, CA 95448",,50,1,admin,0
62,Dong Fang Dih Hotel,25.063699,121.524339,"104, Taiwan, Taipei City, Zhongshan District, Lane 183, Section 2, Zhōngshān North Rd, 30號, 3樓",,50,1,admin,0
63,Hog Wild Pit BBQ,37.681189,-97.389617,"233 S West St, Wichita, KS 67213",,50,1,admin,0
64,LA FORGE,45.847691,6.594832,"986 Route de Prariand, 74120 Megève, France",,50,1,admin,0
65,Spedini Florianópolis - Restaurante Italiano,-27.590262,-48.515017,"Av. Madre Benvenuta, 687 - Santa Mônica, Florianópolis - SC, 88037-200, Brazil",,50,1,admin,0
66,Umaid Bhawan Palace,26.281059,73.047693,"Palace Rd, Cantt Area, Jodhpur, Rajasthan 342006, India",,50,1,admin,0
67,Pho Saigon,38.797845,-121.290157,"6827 Lonetree Blvd #104, Rocklin, CA 95677",,50,1,admin,0
68,Anwaltskanzlei Linden & Mosel,50.922921,6.923311,"Zülpicher Straße 274, 50937 Köln, Germany",,50,1,admin,0
69,Schnitzelwirt Zeiner & Partner OHG,48.202439,16.349133,"Neubaugasse 52, 1070 Wien, Austria",,50,1,admin,0
70,亞美的豆漿大王,25.004093,121.524695,"No. 127號, Yǒnghēng Rd, Yonghe District, New Taipei City, Taiwan 234",,50,1,admin,0
71,The Mint Company (Mogán),27.818404,-15.763654,"Calle Alcalde Miguel Marrero 17, Local 16 - Playa de Mogán, 35138 Mogán, Las Palmas, Spain",,50,1,admin,0
72,Northwood House of Pizza,43.198598,-71.15766,"258 First NH Turnpike, Northwood, NH 03261",,50,1,admin,0
73,神保町 傳,35.69633,139.757006,"2 Chome-2-32 Kanda Jinbocho, Chiyoda, Tokyo 101-0051, Japan",,50,1,admin,0
74,La Quinta Inn & Suites Austin Round Rock North,30.52977,-97.691897,"2004 N Interstate Highway 35, Round Rock, TX 78681",,50,1,admin,0
75,SIC - Sociedade Independente de Comunicação S.A.,38.72357,-9.230951,"Estrada Outurela 119, 2794-052 Carnaxide, Oeiras, Portugal",,50,1,admin,0
76,Kasbah Cafe Bazaar,53.402955,-2.978235,"72 Bold St, Liverpool, Merseyside L1 4HR, United Kingdom",,50,1,admin,0
77,All Around America Taxi,40.486215,-74.451818,"New Brunswick, NJ",,50,1,admin,0
78,Hotel Du Commerce,49.24,5.94,"63 Rue de Metz, 54150 Briey, France",,50,1,admin,0
79,Bagel Depot,40.543839,-74.165041,"3854 Richmond Ave, Staten Island, NY 10312",,50,1,admin,0
80,Quintana de la Ería,43.589743,-5.853411,"Carretera AS 238, Km.7,5, 33449 Luanco, Asturias, Spain",,50,1,admin,0
81,ＭＡＣＨＩＬＤＡ,36.574782,139.875176,"3005-5 Tomatsuricho, Utsunomiya, Tochigi 320-0053, Japan",,50,1,admin,0
82,Victoria Restaurant,21.698901,72.983992,"Prithvi Market, Station Road, Opposite Rungta High School, Station Road, Station Rd, Soneri Mahal, B",,50,1,admin,0
83,J L Stewarts Too,40.485514,-79.714834,"9755 Saltsburg Rd, Pittsburgh, PA 15239",,50,1,admin,0
84,Messerschmiede Ruff,48.398639,9.996354,"Hafengasse 27, 89073 Ulm, Germany",,50,1,admin,0
85,Hafeez Super Store,32.950091,73.719077,"Islampura Rd, Jhelum, Pakistan",,50,1,admin,0
86,Cork Butter Museum Ltd,51.902784,-8.476692,"The Tony O’Reilly Centre, O'Connell Square, Shandon, Cork, Co. Cork, Ireland",,50,1,admin,0
87,Calcutt Cattery,52.273235,-1.319319,"Calcutt Farm, Calcutt Lane, Broadwell, Warwickshire CV23 8HY, United Kingdom",,50,1,admin,0
88,Flavour of North India,-33879362.0,151203531.0,"1 Market St, Sydney NSW 2000, Australia",,50,1,admin,0
89,Tercer Tiempo,-32.932,-60.649,"Rivadavia 539, Arroyo Seco, Santa Fe, Argentina",,50,1,admin,0
90,Noodles & Company,43.187524,-88.12818,"W176n9336 River Crest Dr, Menomonee Falls, WI 53051",,50,1,admin,0
91,Hirschvogel Inc,39.917004,-82.993176,"2230 S 3rd St, Columbus, OH 43207",,50,1,admin,0
92,CrossFit 033,41.712694,-72.585104,"182 Oakwood Dr, Glastonbury, CT 06033",,50,1,admin,0
93,L'Home Guest House - One-Bedroom Apartment,52.361481,4.888531,"Tweede Weteringdwarsstraat 24, 1017 SW Amsterdam, Netherlands",,50,1,admin,0
94,Lycée Mohamed V,34.024487,-6.833928,"Rabat Medina, Rabat, Morocco",,50,1,admin,0
95,Betty Tradition Boulangere,50.068196,3.063008,"18 Rue Elboise, 62124 Metz-en-Couture, France",,50,1,admin,0
96,Rite Aid,40.689906,-73.992405,"120 Court St, Brooklyn, NY 11201",,50,1,admin,0
97,Giggleswick School,54.071888,-2.292731,"Giggleswick, Settle, North Yorkshire BD24 0DE, United Kingdom",,50,1,admin,0
98,"Statoyl Kandalaksha, AZS",67.173829,32.421179,"ул. Пронина, 20А, Kandalaksha, Murmansk Oblast, Russia, 184040",,50,1,admin,0
99,Werribee Hyundai,-37.900052,144.665368,"37-43 Cherry St, Werribee VIC 3030, Australia",,50,1,admin,0
100,Treasure Pot Chinese Takeaway,53.44674,-2.277592,"101 Manchester Rd, Manchester M21 9GA, United Kingdom",,50,1,admin,0
101,Pauline's Palm & Card Reading,41.635814,-70.953055,"1026 Kempton St, New Bedford, MA 02740",,50,1,admin,0
102,Massage Therapy Jan Adamowski,53.79844,-1.541406,"20 County Arcade, Leeds LS1 6BN, United Kingdom",,50,1,admin,0
103,Bhambhore,24.750714,67.520936,"Sindh, Pakistan",,50,1,admin,0
104,Kookplaats,51.985263,5.869585,"Utrechtseweg 310, 6812 AR Arnhem, Netherlands",,50,1,admin,0
105,La Plage Fleurie,44.407728,4.35462,"Les Mazes, 07150 Vallon-Pont-d'Arc, France",,50,1,admin,0
106,Punxsy Pizza,40.943575,-78.971267,"115 N Findley St, Punxsutawney, PA 15767",,50,1,admin,0
107,Bar Sport,42.87944,11.67719,"Via Matteotti, 6, 53021 Abbadia San Salvatore Siena, Italy",,50,1,admin,0
108,Boot & Shoe,53.694698,-1.58852,"27 High St, Ossett, West Yorkshire WF5 9QS, United Kingdom",,50,1,admin,0
109,Hotel Castello,45.738267,10.720124,"Via Castello, 16, 25080 Tignale Brescia, Italy",,50,1,admin,0
110,Ouzerie mezedopolio,50.831099,4.368137,"Elsensesteenweg 235, 1050 Elsene, Belgium",,50,1,admin,0
111,鄭記包子店,24.7222,121.096542,"310, Taiwan, 新竹縣竹東鎮中豐路1段159號",,50,1,admin,0
112,Ricaburguer,25680978.0,-100439954.0,"Cama de Piedra 385, Hacienda Los Portales, 66145 Santa Catarina, Nuevo León, Mexico",,50,1,admin,0
113,Dr S Colthurst,51.445387,-2.599647,"Southville Surgery, 67 Coronation Rd, Bristol BS3 1AS, United Kingdom",,50,1,admin,0
114,Sumner's Topgun Muffler Brake,47.20243,-122.221043,"15608 Main St E, Sumner, WA 98390",,50,1,admin,0
115,LS - Unique Handcrafted Jewellery,-25.274397,133.775135,"Melbourne VIC, Australia",,50,1,admin,0
116,3imension,26.9117,80.949132,"B2-116, Lucknow Kusri Mahamudabad Marg, Sector F, Jankipuram, Lucknow, Uttar Pradesh 226021, India",,50,1,admin,0
117,Nhà Hàng Song Hỷ,10.942946,106.868305,"Quốc Lộ 1, tp. Biên Hòa, Đồng Nai, Vietnam",,50,1,admin,0
118,アロス,36.558903,136.653147,"32-1 Daikumachi, Kanazawa, Ishikawa 920-0982, Japan",,50,1,admin,0
119,Einstein Bros Bagels,41.882712,-87.632876,"30 N La Salle St #100e, Chicago, IL 60602",,50,1,admin,0
120,Coco Beach,29.552529,-98.49745,"12159 Valliant St, San Antonio, TX 78216",,50,1,admin,0
121,Old Tubac Inn,31.613026,-111.048627,"7 Hesselbarth Ln, Tumacacori, AZ 85640",,50,1,admin,0
122,Agriturismo Il Tesoro,42.691845,12.530131,"Località Campagna Acquasparta, 71, 05021 Acquasparta Terni, Italy",,50,1,admin,0
123,Langhorne Hotel,40.176051,-74.920315,"100 W Maple Ave, Langhorne, PA 19047",,50,1,admin,0
124,Yangtse Chinese Bistro,33.307774,-111.875645,"1940 W Chandler Blvd #1, Chandler, AZ 85224",,50,1,admin,0
125,McDonald's,40.00144,-105.103663,"399 U.S. 287, Lafayette, CO 80026",,50,1,admin,0
126,Home Inn Qianmen,39.893188,116.39772,"61 Liangshidian St, Xicheng, Beijing, China, 100051",,50,1,admin,0
127,Villa Port Sud-Chambres d'hôtes,43.193592,6.525666,"Domaine de l'Eau Blanche, 50 Allée Levant, 83240 Cavalaire-sur-Mer, France",,50,1,admin,0
128,Spine Institute of Idaho: Jorgenson Sam MD,43.601597,-116.351465,"360 E Montvue Dr # 100, Meridian, ID 83642",,50,1,admin,0
129,Corso Italia,40.521042,-3.901503,"Calle de Juan Ramón Jiménez, 3, 28232 Rozas de Madrid (las), Madrid, Spain",,50,1,admin,0
130,Ristorante la Lumiera,44.439177,11.309213,"Via di Sabbiuno, 4, 40100 Bologna, Italy",,50,1,admin,0
131,Dhfl Vysya Housing Finance Ltd,12.964752,77.596763,"9/1, Dhondusa Complex, Richmond Circle, Richmond Circle, Lal Bagh Rd, Sampangi Rama Nagar, Bangalore",,50,1,admin,0
132,Junta de Serviço Militar de Contagem,-19.918158,-44.080317,"Rua Joaquim José, 542 - Fonte Grande, Contagem - MG, 32013-390, Brazil",,50,1,admin,0
133,Bibliothèques Municipales de la Ville de Paris,48.83092,2.357079,"211 Boulevard Vincent Auriol, 75013 Paris, France",,50,1,admin,0
134,RadioShack,29.492631,-98.552204,"4522 Fredericksburg Rd, San Antonio, TX 78201",,50,1,admin,0
135,Wells Fargo Bank,25.698669,-80.162511,"100 Crandon Blvd, Key Biscayne, FL 33149",,50,1,admin,0
136,STS Property Management,33.107812,-96.652199,"Allen, TX",,50,1,admin,0
137,Toxi-Lab,8.31022,-62.715725,"Calle La Paz, Ciudad Guayana, Venezuela",,50,1,admin,0
138,Hampton Inn & Suites Port Arthur,29.939667,-93.98328,"7660 Memorial Blvd, Port Arthur, TX 77642",,50,1,admin,0
139,Sky Mall ТРЦ,50.493269,30.55771,"Henerala Vatutina Ave, 2, Kyiv, Kyivs'ka oblast, Ukraine, 02000",,50,1,admin,0
140,Ernest Manning High School,51.035935,-114.189243,"20 Springborough Blvd SW, Calgary, AB T3H 0N7, Canada",,50,1,admin,0
141,You Move Me,49.454183,-122.671199,"Burnaby, BC, Canada",,50,1,admin,0
142,Papo d´Anjo,40099340.0,-7466653.0,"Quinta Anjo da Guarda, 6230-117 Alpedrinha, Portugal",,50,1,admin,0
143,Ginásio de Esportes Alcides Pan,-24.71783,-53.754114,"Rua Protássio Alves, 1700, Toledo - PR, 85904-250, Brazil",,50,1,admin,0
144,Wonderland Smoke Shop and Vape Shop,33.777662,-117.866917,"655 S Main St #205, Orange, CA 92868",,50,1,admin,0
145,US Internal Revenue Services,33.490537,-82.090197,"3154 Perimeter Pkwy, Augusta, GA 30909",,50,1,admin,0
146,Exit Realty Metro,44.705594,-63.581335,"110 Garland Ave, Dartmouth, NS B3B 0A7, Canada",,50,1,admin,0
147,Pracownia Ram i Obrazów - ILONA KUCIŃSKA,52.228299,20.967754,"Seweryna Krzyżanowskiego 48, 01-220 Warszawa, Poland",,50,1,admin,0
148,Merry Maids,37.428433,-122.072381,"Mountain View, CA",,50,1,admin,0
149,Creative Acoustics,35.812964,-78.618618,"2419 Atlantic Ave, Raleigh, NC 27604",,50,1,admin,0
150,Leroy Merlin,49.73826,4.705911,"Rue Paulin Richier, Centre Commercial La Croisette, 08000 Charleville-Mézières, France",,50,1,admin,0
151,Blockbuster Express,40.815224,-73.958116,"568-574 W 125th St, New York, NY 10027",,50,1,admin,0
152,"Shaoxing Nanchi Textile Printing & Dyeing Co.,Ltd.",29.938464,120.594811,"China, Zhejiang, Shaoxing, Yuecheng, 32省道",,50,1,admin,0
153,Spring City Mall,23.333097,85.317244,"103 & 104, Beside Eyelex Cinema, Airport Road, Hinoo, Ranchi, Jharkhand 834002, India",,50,1,admin,0
154,Shabu Slim - Kelapa gading,-6.155894,106.909193,"Mall Kelapa Gading 2 1st Floor No 318A, JL. Kelapa Gading Boulevard, Jakarta Utara, 14240, 14240, In",,50,1,admin,0
155,Kinara Indian Cuisine,54.676999,-5.892058,"609 Shore Rd, Newtownabbey, UK BT37 0ST, United Kingdom",,50,1,admin,0
156,Buxton Village Books,35.268905,-75.539598,"47918 N Carolina 12, Buxton, NC 27920",,50,1,admin,0
157,Hubbs Chiropractic: Hubbs Christopher DC,40.339884,-76.418361,"415 Cumberland St, Lebanon, PA 17042",,50,1,admin,0
158,Pista Gialla Giulianova,42.77449,13.95191,"Via Galileo Galilei, 481, 64021 Giulianova Teramo, Italy",,50,1,admin,0
159,Boscolo Begio Maristella,45.199999,12.285725,"Via Madonna Marina, 420, 30015 Chioggia Venezia, Italy",,50,1,admin,0
160,Best Western,48.250184,16.439627,"Donaufelder Straße 232, 1220 Wien, Austria",,50,1,admin,0
161,A Goodnight Sleepstore,34.107608,-80.898805,"9814 Two Notch Rd, Columbia, SC 29223",,50,1,admin,0
162,Jiffy Lube,37.664771,-113.064885,"707 S Main St, Cedar City, UT 84720",,50,1,admin,0
163,The Royal Victoria Infirmary,54.980541,-1.622889,"Queen Victoria Rd, Newcastle upon Tyne, Tyne and Wear NE1 4LP, United Kingdom",,50,1,admin,0
164,Elbmarschenhalle Veranstaltungen GmbH,53.806234,9.624009,"Horster Viereck 1, 25358 Horst, Germany",,50,1,admin,0
165,Lucas Patton Design,35.042918,-83.233344,"2252 Dillard Rd, Highlands, NC 28741",,50,1,admin,0
166,Euro TiM,53.107719,17.982276,"Inowrocławska 35, 85-153 Bydgoszcz, Poland",,50,1,admin,0
167,Phimai History Park,15.221077,102.49377,"Phimai District, Nakhon Ratchasima, Thailand",,50,1,admin,0
168,Wente Vineyards,37.664982,-121.724562,"5565 Tesla Rd, Livermore, CA 94550",,50,1,admin,0
169,Advance Auto Parts Northfield - Store 6424,44.449544,-93.169568,"701 West Woodley St W, Northfield, MN 55057",,50,1,admin,0
170,New Morning Glass,42.101181,-89.979326,"108 Market St, Mt Carroll, IL 61053",,50,1,admin,0
171,Trophy Lounge,32.674394,-117.105986,"999 National City Blvd, National City, CA 91950",,50,1,admin,0
172,Swank Women's Clothing Boutique,33.848422,-84.365636,"3400 Around Lenox Rd NE #215, Atlanta, GA 30326",,50,1,admin,0
173,Grassington National Park Centre,54.069028,-1.99596,"Hebden Rd, Grassington, Skipton, North Yorkshire BD23 5LB, United Kingdom",,50,1,admin,0
174,Bara Nijampur Prathmik Bidyalaya,22.766268,88.261049,"31 no Rd, West Bengal 712306, India",,50,1,admin,0
175,Jensen Property Management,33.537752,-117.17627,"41120 Elm St, Murrieta, CA 92562",,50,1,admin,0
176,Klopotowskis,51.173149,6.949871,"Elberfelder Straße 106, 40724 Hilden, Germany",,50,1,admin,0
177,Lucky Chen Chinese Restaurant,40.691093,-73.925074,"1266 Broadway, Brooklyn, NY 11221",,50,1,admin,0
178,Village Crafts,36.07114,14.259293,"1 Triq Santa Marija, Iż-Żebbuġ, Malta",,50,1,admin,0
179,대한민국1%활어회전문점,36.347001,126.614187,"341-11 Dongdae-dong, Boryeong-si, Chungcheongnam-do, South Korea",,50,1,admin,0
180,Royal Host Izumisano,34.402481,135.314085,"1 Chome-1-1 Takamatsuminami, Izumisano, Osaka Prefecture 598-0015, Japan",,50,1,admin,0
181,Publix Super Market at Cape Coral Landings,26.562939,-81.975043,"127 Cape Coral Pkwy W, Cape Coral, FL 33914",,50,1,admin,0
182,"Khoroshiye lyudi, gril'-kafe",48.777125,44.553541,"ulitsa Generala Shtemenko, 46, Volgograd, Russia",,50,1,admin,0
183,Parque Infantil Ocio Turuletas,40.345124,-3.750551,"Calle Isadora Duncan, 6, 28919 Leganés, Madrid, Spain",,50,1,admin,0
184,Atmosfera,43.642079,-79.70076,"6781 Hurontario St, Mississauga, ON L5T 2W1, Canada",,50,1,admin,0
185,Un Solo Sol Kitchen,34.047083,-118.219145,"1818 E 1st St, Los Angeles, CA 90033",,50,1,admin,0
186,Green Hills Inn,40267971.0,-75919631.0,"2444 Morgantown Rd, Reading, PA 19607",,50,1,admin,0
187,Walt's Auto Care Center,47.517611,-122.356875,"1702 SW Roxbury St, Seattle, WA 98106",,50,1,admin,0
188,One Eyed Jacks,43.133222,-78.6965,"5983 S Transit Rd, Lockport, NY 14094",,50,1,admin,0
189,Restaurant Goldene Maske,50.882752,12.075703,"Am Bärenweg 1, 07545 Gera, Germany",,50,1,admin,0
190,Billerica Knowledge Beginnings,42.539732,-71.283378,"262 Concord Rd, Billerica, MA 01821",,50,1,admin,0
191,Haircare,52.7929,0.436789,"12 The Green, King's Lynn PE30 3RD, United Kingdom",,50,1,admin,0
192,Dros,-24.642919,25.885136,"Extension 42, Gaborone, Botswana",,50,1,admin,0
193,Central Park Dog Park,33.697661,-118.014051,"Edwards St, Huntington Beach, CA 92647",,50,1,admin,0
194,Whitecourt Insurance Agency 2002 Ltd,54.141089,-115.678085,"5019 51st Ave, Whitecourt, AB T7S 1P7, Canada",,50,1,admin,0
195,HDFC Bank ATM,17.45601,78.370703,"Kondapur, Block Ii â€“ A Smr Vinay Acropolis Behind â€œSatyam â€œ, Hyderabad, AP 500084, India",,50,1,admin,0
196,Bishop's Alehouse,47.706644,-122.21023,"11848 98th Pl NE, Kirkland, WA 98034",,50,1,admin,0
197,Gateway inn,29.393284,-98.6271,"Hubert Harmon St, San Antonio, TX 78236",,50,1,admin,0
